,Y
4164,0
4316,0
5688,1
10762,1
12635,0
8189,0
5972,1
364,0
9573,1
2777,0
5731,0
411,1
4435,1
12668,1
11953,0
5377,1
10577,0
7855,0
3233,1
130,1
302,1
2866,1
8560,1
9925,1
5886,1
12479,0
8247,1
10095,1
4204,1
235,0
9132,0
2340,1
5768,1
5204,0
1232,0
4341,1
7994,0
4282,0
4958,1
5457,1
9403,0
10447,0
8509,0
4319,1
11722,0
6710,0
5545,1
1370,1
3937,1
5577,0
9415,0
10828,1
730,1
6505,1
4651,0
340,1
9888,1
11863,0
11744,0
5297,1
9075,1
3231,1
8776,0
8539,0
10142,1
8914,1
3862,0
2657,1
8182,0
11203,0
910,1
2396,1
6789,0
2526,0
10783,1
1881,1
3522,1
9900,0
11008,0
8709,1
3251,1
8348,1
1377,1
2938,1
4009,1
1173,0
11612,0
12319,0
1027,0
1310,1
560,0
2171,1
7995,0
7603,1
12358,1
8538,1
6610,1
11297,0
443,0
10884,0
84,1
11201,0
5865,0
11738,1
10505,0
12469,1
11235,0
4360,0
2812,1
10190,1
12557,0
8134,0
9907,1
5224,1
1974,1
2833,1
4663,0
1209,0
6523,0
2887,1
9611,1
9585,0
11395,0
6035,1
10424,0
6327,1
1975,0
3905,1
8827,1
6039,0
7205,0
3909,0
534,1
8727,0
6144,1
7650,0
4635,0
5014,1
12671,1
5650,0
5811,1
1133,0
1551,1
306,1
4506,1
7890,1
5458,0
10403,0
11268,1
269,1
661,1
6111,1
9262,0
887,1
9099,1
2868,0
8936,1
7297,0
2035,1
11376,1
7598,1
7216,1
8661,1
9164,1
1933,1
3338,1
5742,1
10234,0
11017,1
8272,1
1948,1
9018,1
8675,1
12361,0
7084,1
3939,0
205,0
5436,1
2235,0
5007,1
12240,1
3369,1
8375,0
7747,1
322,0
6967,0
9140,1
4273,0
7968,0
7352,1
7990,0
10045,1
8621,1
2764,1
10954,1
8788,1
6633,0
1736,0
858,1
10469,0
4130,1
7628,0
6275,1
2965,1
6731,0
7710,0
1522,0
6483,1
12575,1
9380,1
3389,0
2385,1
10395,0
8893,1
10939,0
5949,0
2914,1
3551,1
2318,1
416,1
96,1
9091,0
5417,1
9598,0
8031,0
741,1
12478,0
4957,0
4050,0
12260,1
4405,1
7446,0
5285,0
10990,1
262,0
8523,0
4907,1
10831,1
6133,1
7094,1
7872,1
5409,0
712,1
1544,1
4501,0
7281,0
24,1
689,0
3434,1
7470,1
3266,1
11488,0
6978,1
2493,0
2269,1
5777,0
260,1
8514,0
3982,0
7649,0
8386,1
2388,1
2329,1
6691,0
6775,0
8280,1
1338,0
11688,0
9082,1
9614,0
9633,1
6129,0
4753,0
1553,1
11517,0
2100,1
10321,1
9237,0
1487,0
1708,0
9182,0
12197,1
12071,0
10673,1
758,1
3357,1
1171,1
1859,1
10907,0
10147,1
9543,1
6486,1
1583,0
601,0
1601,0
7122,0
11822,0
7045,1
10166,1
11667,1
10302,1
11394,1
927,0
11341,1
10657,0
11958,1
3569,1
1692,0
9512,1
10255,0
5173,0
1772,0
3508,0
9957,1
9128,1
7682,0
3499,1
10061,0
7168,1
10298,0
11116,1
11741,1
11685,1
535,0
7737,1
11271,1
3088,1
11248,0
6293,0
7905,1
10817,0
4638,0
429,0
9306,0
2753,0
9720,0
6059,0
6164,1
4201,1
10105,1
5424,0
6442,1
2621,0
5910,0
4261,1
5990,0
1694,1
6050,1
4416,0
8204,0
4913,1
10306,1
7474,1
8129,0
11193,1
12286,1
9116,1
6088,1
10950,0
4225,1
6219,0
10074,0
1419,0
218,1
6721,1
2057,1
10679,0
7488,1
6014,1
231,1
2249,1
2166,1
8057,0
8477,1
6375,0
3351,0
6733,0
109,1
1764,0
6018,1
2444,0
2675,1
9205,0
8111,0
9155,0
5591,1
5363,1
2332,1
6536,1
6206,0
3647,1
745,1
7223,0
11944,0
3259,0
8381,1
6049,1
9397,1
11679,1
3414,1
8894,0
12434,1
4522,0
6560,0
8666,0
11342,0
2990,0
4454,1
12573,1
11103,0
1857,1
4442,1
3907,1
2708,1
9603,0
5191,1
1988,1
7980,1
2072,0
4649,0
7024,1
12118,1
436,1
7605,1
431,1
10293,1
11677,1
1,0
11033,0
7550,1
5109,1
5980,1
4716,1
5542,1
6607,1
7360,1
3484,1
12207,1
10499,0
3401,1
5408,0
2883,1
3608,0
1806,1
6696,0
1632,1
5547,1
6147,1
3392,0
10741,1
2266,0
10203,0
2245,0
8240,1
6701,1
6713,1
10655,0
3093,1
904,1
2014,0
12509,0
2428,0
2518,0
8852,1
4994,0
8937,1
7031,1
5492,0
11158,1
10064,1
8770,0
6791,0
1473,0
10796,0
401,0
2877,1
2374,0
1262,1
9108,1
4824,1
12554,0
5473,0
6577,1
10989,0
11402,1
1545,1
7283,0
1688,0
3623,0
8546,1
2537,1
5266,0
9909,1
2568,1
4092,0
4769,1
5432,0
9648,1
9682,1
9967,1
4184,0
1763,1
4046,0
6349,1
11904,1
9063,1
10209,1
669,1
12192,1
8241,0
4193,1
4198,1
2824,1
7328,0
3121,1
219,1
12287,1
195,0
716,1
11938,1
6333,0
2713,1
9304,1
9283,0
8036,1
6025,0
11499,1
2213,1
8690,0
11762,0
7093,1
1030,0
8222,0
1834,1
3542,1
2925,1
2971,0
5081,1
545,1
9685,0
2114,1
3559,1
12209,1
4084,1
56,1
5174,1
11826,1
9778,1
7792,0
608,1
4270,0
6872,1
6719,0
4857,1
832,1
3254,0
5757,1
9408,1
3363,0
6987,0
11385,1
405,1
9632,0
11911,1
7346,0
10721,1
4956,0
6099,0
7471,1
1695,0
871,1
7400,0
5919,0
5968,1
8137,0
2296,1
7799,1
12269,0
3708,1
66,1
9311,0
11706,0
1006,0
2234,0
10040,1
3825,1
7058,1
3596,1
3738,1
1330,1
9547,1
7070,1
5705,1
7348,1
9817,1
1574,1
4012,0
5447,0
241,1
4364,0
8269,0
11448,1
6745,0
1012,1
10296,1
5153,1
8874,1
11410,1
6107,0
6233,1
6678,0
8405,1
10624,0
7265,1
4897,1
939,0
9652,0
12528,0
2027,0
3490,1
11255,0
6301,0
10836,1
8862,1
8421,1
9221,0
10779,1
8940,1
5364,0
11791,0
11093,1
381,1
8088,0
10141,1
6028,1
1177,0
11420,1
9009,1
1391,1
4797,0
6205,1
223,1
2611,0
5924,1
5758,1
10711,0
9583,0
6387,1
8474,1
7317,1
11922,0
8965,1
10017,0
2867,1
11997,0
6020,1
8168,0
817,1
9020,0
361,0
7039,0
1778,1
8118,0
546,1
9519,1
10495,1
507,0
5061,0
5849,1
10460,1
6355,1
977,0
11117,1
9764,1
10615,1
6374,1
4143,1
349,1
8306,1
4609,1
10674,0
5320,0
4717,1
8620,0
4312,0
10408,1
11,1
7660,1
1327,0
6752,0
2459,1
117,1
11838,1
4963,0
1586,1
11170,0
854,0
4537,0
720,0
1979,1
1245,0
9158,0
2001,1
465,1
5128,0
7004,1
7252,1
3914,0
2806,1
12386,0
3491,0
8488,0
8602,0
9577,0
11027,1
7889,0
5267,0
12462,1
10791,1
4271,0
11316,1
6715,0
9689,1
2024,0
12005,1
10798,0
2367,0
9868,1
6154,0
7536,1
4899,1
192,1
8466,0
5765,0
12329,1
10669,0
3904,0
7308,1
11056,1
4511,0
7067,1
6394,1
5689,0
2215,1
8991,1
11347,1
348,1
4294,1
9465,0
8290,0
9624,1
873,0
8495,1
9321,0
1274,0
11843,0
3303,1
4376,1
5188,0
10032,0
6044,0
10529,1
8920,0
4999,1
6511,0
925,1
2830,1
3109,0
3609,0
10454,1
12555,1
5528,0
11781,0
9451,0
10745,1
4257,0
1465,1
6787,1
5467,0
10443,1
9175,0
9083,1
10333,0
682,1
8391,1
10689,1
11966,1
5541,1
5295,0
4953,1
11727,1
596,1
2325,1
2951,1
11139,1
9033,1
8157,1
11970,0
6935,1
9996,0
6968,0
7477,0
6589,1
7808,0
10236,1
30,0
10643,1
3552,1
7357,1
10663,0
315,0
5397,1
619,1
6135,0
8307,1
4967,1
1392,1
1864,1
2084,0
12245,1
3815,0
10164,1
1042,0
5212,1
2211,1
11743,1
6500,0
12153,0
9053,1
5668,0
4924,1
9475,1
5831,0
6063,1
3875,0
4278,0
12077,1
3509,0
10718,0
12655,0
1965,1
531,0
2186,1
12495,1
793,1
9384,1
2690,1
3780,1
4059,0
2210,0
951,0
10800,0
570,0
4710,0
5832,1
1894,0
10346,0
6768,0
1511,0
11019,1
11864,1
1809,1
7495,0
8481,0
114,1
5721,1
4968,1
2180,0
666,1
8699,0
305,0
2698,0
11588,1
5969,1
3602,1
11924,1
4241,0
1541,1
8789,1
9780,0
3783,0
1524,1
4773,1
7407,0
6261,1
2553,1
7043,1
1407,1
9191,1
1828,1
6782,1
12093,0
6857,0
11754,1
10152,1
7353,1
1630,1
8151,1
17,0
5899,1
4625,1
6898,1
4711,0
6470,1
3014,1
3386,0
12020,0
10031,1
6464,1
965,0
2649,1
10051,1
10830,1
3117,0
1428,1
11512,0
6529,0
483,1
5513,1
4616,1
4132,1
12595,0
8145,1
3785,1
3246,1
9531,1
10869,0
10986,0
10441,1
6171,1
9958,0
2552,1
1155,1
2695,1
1100,0
3526,1
5141,0
2773,0
10170,0
9644,0
5300,1
1083,1
5760,1
169,0
8064,1
3162,1
3737,1
9785,1
1302,0
3075,0
7827,1
9057,1
2058,0
2966,0
6452,1
4472,0
6408,1
4969,1
1679,1
6209,0
9597,1
9798,0
6380,0
3729,0
8843,1
9036,0
9125,0
12075,0
6019,1
2148,0
8722,1
4703,1
10249,0
8649,0
3870,1
4758,0
11065,0
1732,1
11337,0
10006,1
9806,1
8853,1
3494,1
11858,0
5133,0
12397,0
1349,1
10901,1
4921,1
856,1
5986,0
2525,1
9702,0
7655,0
11623,0
10144,1
5523,0
10240,0
7293,0
5764,0
11198,1
2726,1
8314,1
918,1
9367,1
452,1
6512,1
9011,1
6554,1
11967,1
7993,0
450,1
789,1
9815,1
10558,1
9291,1
11582,1
4061,1
2696,1
2904,1
10219,1
282,1
9912,0
3994,1
6544,0
3717,1
8961,1
11208,1
8122,1
8984,1
2053,0
1949,1
582,1
6281,0
12654,1
2091,0
5621,1
9199,0
2074,1
2752,1
4149,1
10777,1
10866,1
3903,0
1191,1
12070,1
5570,0
7143,0
1954,1
11618,1
2019,1
5214,0
161,1
9625,1
1319,1
457,1
7854,1
7662,1
9200,0
3672,0
2700,1
7654,1
11903,1
2720,0
4508,1
10127,1
4551,1
5161,0
3375,0
12189,0
3507,0
3026,1
3801,0
5658,1
8165,0
7261,1
6865,1
3570,1
503,1
6443,1
11581,1
11261,1
6131,0
8723,1
8648,0
5624,1
3196,1
6428,1
1406,0
5180,1
2207,1
6108,1
5568,0
5631,1
6312,1
3788,1
4288,1
3053,1
790,1
10906,1
6830,1
11061,0
5800,1
4494,1
6832,1
10450,1
417,1
1224,1
5058,1
6384,0
4880,1
12064,0
7151,1
6320,1
8704,0
12349,0
7535,1
1786,1
4065,0
3528,1
1206,1
12233,0
7449,0
923,1
10810,0
1905,1
849,0
8388,1
11905,0
1956,0
11750,1
5115,1
9375,0
12030,1
10303,1
3146,1
2973,1
8800,0
9944,1
1546,0
7362,1
4286,1
6095,1
2216,1
9548,1
12024,1
1031,1
249,1
3731,1
1902,1
12516,0
6109,0
368,1
4285,1
2955,0
8606,0
1849,0
11960,1
10809,0
7898,0
6858,0
4245,0
7465,1
5922,0
5983,0
10930,1
11598,1
2808,1
11639,1
9969,1
10244,0
4683,1
4449,0
942,0
4415,1
12339,0
6970,0
6444,0
2188,0
11933,0
5282,1
6963,1
10863,1
11098,1
12626,0
7848,1
1689,1
7023,1
2447,1
2200,1
2187,0
8369,0
5680,1
6466,1
11045,1
11534,1
9604,1
8578,1
9228,1
1919,1
4175,1
11371,1
1622,1
7056,0
584,1
12438,1
4572,1
8483,0
9467,1
4040,1
11693,0
11226,0
8463,1
3805,0
4458,0
7192,0
8713,0
6016,0
59,0
5698,1
8885,0
11856,1
4438,1
9752,1
102,1
8215,1
3302,0
9026,1
780,1
10353,1
9078,1
12085,0
11507,1
2715,1
5868,0
8101,1
7690,1
2450,1
3685,1
4607,0
7245,1
1341,0
3712,1
7203,0
10016,1
10358,1
12496,1
8357,0
4812,1
9848,0
4098,0
10113,1
1036,1
12168,0
7042,1
12326,0
11325,1
9101,1
12041,0
8395,1
2135,0
4886,0
7069,1
5607,1
10968,0
5462,0
5603,1
4083,1
7616,1
9069,1
575,1
4740,1
4,0
2694,0
9824,0
12343,0
8499,1
9674,0
4355,1
6047,1
3537,1
10331,0
7372,1
8952,1
11212,0
6580,0
10891,1
801,0
3282,1
4806,1
1450,0
8694,1
12092,1
1528,1
352,0
529,1
4923,1
9571,0
10228,1
10252,0
9976,0
3116,0
11640,1
11303,1
5504,0
4642,0
4123,0
1165,0
1192,0
11401,0
10517,0
3690,1
11272,1
4685,0
10474,1
1749,1
2751,0
3711,0
11915,1
1248,1
8921,1
9971,0
7001,1
7705,1
10023,1
9002,1
3016,0
5220,0
10758,0
6495,0
9453,1
7201,0
9898,1
2256,1
8833,1
9455,1
6397,1
10015,0
11777,0
703,0
5029,1
11797,1
4137,1
3563,0
10507,0
10564,1
6499,1
11766,1
6904,0
5732,1
6236,1
8009,1
5826,0
1452,0
12204,1
5304,0
1699,1
8383,0
996,1
12054,0
2144,1
1342,0
1532,0
4681,0
2361,0
1276,0
12302,0
3225,0
3851,0
2697,0
3996,1
11771,0
4577,0
10924,1
847,0
11458,1
333,1
9141,0
4786,1
7290,1
357,1
12254,0
11172,1
929,0
9004,1
6757,1
9643,0
6465,1
4006,1
6867,1
7843,0
11267,1
5111,1
1606,0
8041,1
480,1
11067,1
6765,0
5129,1
3415,1
7532,0
6198,0
446,0
4887,1
11569,1
11250,0
3573,0
8210,0
1273,0
3092,1
3316,1
12673,0
11192,1
7424,1
3976,1
11339,1
8818,0
11808,0
6601,0
11554,1
549,0
4397,0
11082,1
8740,1
11156,0
5227,0
1212,1
2089,0
6717,0
9293,0
11878,0
8005,1
280,0
11336,0
4491,1
466,1
11579,1
10388,1
12549,0
6009,1
11543,1
2905,1
11206,1
8382,1
6006,1
12628,0
7617,1
8954,0
8825,1
4657,1
4394,0
1794,0
5395,1
2601,1
498,0
1244,1
7630,0
11161,0
2776,1
8415,1
8455,0
538,1
11752,1
6774,1
7273,1
10992,1
11587,1
7582,1
10947,0
2854,0
8353,0
9812,0
1846,1
892,0
8109,1
2944,1
7983,1
7275,1
3391,0
1073,0
11625,1
2079,0
9579,0
8859,1
11759,1
9055,1
10759,1
5900,1
4095,1
9835,0
6480,0
8816,0
3221,0
10183,1
5293,1
10084,0
6636,1
7455,0
4992,1
4114,1
9246,1
1430,0
10651,0
12079,1
9254,1
9867,1
11428,0
7646,0
4884,0
12590,1
3271,1
5399,0
10259,0
5885,0
4699,0
10659,1
2534,1
8567,1
2133,0
10485,0
567,1
8664,0
10043,0
2261,0
2647,1
3578,1
7754,0
9862,1
7097,1
10826,1
2714,1
1658,0
1441,0
8883,0
2619,1
7416,1
4636,1
11802,0
5584,0
1023,1
7778,1
1596,1
10406,1
2616,0
5678,1
1493,0
4189,0
3640,1
10381,0
3603,0
932,0
11661,0
2426,0
8671,1
748,1
12605,0
10756,0
8730,0
453,0
2132,0
2425,1
3067,1
6435,1
8503,1
2889,1
7961,0
1521,0
3446,1
8496,0
11166,0
3307,0
1367,1
6247,1
12580,0
1219,1
285,1
8297,1
12680,1
12455,1
1393,1
11561,1
7988,1
6302,0
1148,0
10528,0
12028,1
12602,0
10277,1
4865,1
5248,0
5486,0
10735,0
6507,1
64,0
1822,0
8761,0
11327,0
6689,0
2061,1
10671,0
2859,0
3110,1
9109,1
1619,1
5512,0
5170,1
9428,1
11144,1
11441,1
171,1
6372,0
10079,0
3241,1
11133,1
3769,1
3956,0
3765,0
3890,1
3457,1
4587,1
2240,0
9203,1
3397,1
9705,0
9042,1
8971,1
4559,0
12228,1
11398,1
6077,1
1767,0
3584,1
9400,1
12080,1
9553,1
10856,1
5562,1
3688,1
141,0
5299,1
5514,0
11046,1
6531,1
12023,1
9998,0
5615,0
9382,1
12278,1
5665,0
4314,1
12330,0
7191,0
3438,1
6994,0
7813,0
1598,0
8152,1
5371,1
10468,1
6630,1
4421,1
8512,1
5914,1
3354,1
9288,1
8068,1
10492,1
10059,0
8911,1
727,0
10790,1
9404,0
2147,1
1107,1
9001,0
7593,1
5859,0
3936,1
2998,1
9423,1
1937,0
4338,1
11447,1
3407,1
10648,1
11080,1
10609,1
4895,1
5372,1
7187,1
10960,0
562,0
9766,0
95,1
11146,0
4557,0
7779,1
11776,0
1620,1
8949,1
2145,1
5892,1
5273,0
9297,1
4828,1
12585,0
5340,0
11221,1
4213,0
10035,1
5836,1
4817,1
4079,1
9361,1
11793,1
6776,0
1996,1
5163,0
7323,1
7718,0
5850,0
6965,1
648,0
2871,0
5098,0
12489,1
6340,0
7264,1
2591,1
1396,0
1076,1
4459,1
777,1
12126,0
203,0
2626,0
7389,1
3677,0
11913,1
3133,0
1005,0
104,1
10402,0
10137,1
11545,0
990,1
5425,0
5450,0
636,0
2323,1
4538,0
7270,0
6370,1
10964,1
4349,1
10922,1
6300,1
5848,1
2672,1
9309,1
8614,1
12446,1
726,0
10524,0
5787,1
4096,1
2066,1
6393,0
5971,1
1582,0
8582,1
3074,1
9217,0
8728,1
4052,1
10575,1
6614,1
4931,1
11503,1
12049,0
2487,1
2705,1
9799,1
6412,1
10658,1
10682,0
5038,1
8505,1
4200,1
8627,1
7832,1
6332,0
5835,0
1464,1
8822,1
599,0
10158,1
10912,1
649,0
4759,0
8877,1
1637,1
7361,0
12449,1
4743,0
3167,0
12124,0
9076,1
8692,1
5171,0
10433,1
383,0
4641,1
12493,0
1500,0
7806,0
11482,1
9450,0
2414,1
11626,1
6535,1
1293,0
3544,1
8155,0
12004,1
9056,1
3255,1
10063,1
12569,1
4279,1
5237,0
2281,1
2277,1
271,0
813,1
9892,0
2772,0
3242,1
734,1
5635,1
3428,1
11456,1
8249,0
10824,0
11804,0
11391,0
3003,0
1266,1
9105,1
5515,0
11670,1
1934,1
4357,0
2264,0
5477,0
9707,1
10637,0
4536,0
6200,1
4715,1
1288,0
12536,0
8349,1
11550,1
1075,1
742,1
11556,1
9917,1
6714,0
5261,1
3568,0
6670,1
6989,0
8365,0
2419,1
9418,0
3235,1
11135,0
7689,0
2382,1
211,1
4724,1
12677,1
2394,0
4979,1
7925,1
11817,1
3113,1
6329,0
2766,0
906,1
8938,0
10019,1
11224,0
10218,0
10844,1
646,1
11615,1
11497,1
10631,1
913,1
11937,0
6562,1
193,1
792,1
9473,1
10241,1
8237,1
11572,1
3906,0
8279,1
1744,1
2203,1
4586,1
7938,1
2527,0
2358,1
9180,0
7903,1
10371,0
10314,0
9670,1
1552,1
5324,0
1505,1
9930,0
6955,0
9201,1
1998,1
1584,0
9503,0
11083,1
985,0
12613,0
11914,1
12369,0
12357,1
4362,1
11219,0
11423,0
9031,1
5092,1
5532,1
1016,0
1698,0
9064,0
4904,1
4988,0
6788,1
11724,0
1535,1
7725,0
135,1
3620,0
5413,0
4918,0
8143,0
8946,1
5649,1
11030,0
108,1
10114,1
7797,1
576,0
715,0
9087,1
12667,0
9857,1
1539,1
8891,1
166,0
6272,0
7929,1
6383,0
2125,1
3666,1
1061,1
9170,0
5733,0
3289,1
9267,0
5403,0
11353,1
2810,1
1673,1
3540,1
11874,0
5451,0
5314,0
2762,1
6475,1
10622,1
5337,1
8159,1
10578,0
7835,0
668,1
5077,1
1350,0
5817,1
2592,1
3330,1
2920,1
8080,1
2564,0
12007,1
4169,0
8992,0
2574,0
6140,1
3513,0
4077,1
5645,1
5737,1
2045,1
3565,1
2790,1
6214,0
1280,0
8034,1
10205,1
1496,1
4167,1
2918,1
4342,0
7841,1
12305,0
5904,1
10470,1
1295,0
10020,1
7991,1
10871,1
11136,0
8320,1
9486,0
2858,0
10846,1
1011,0
9068,1
12529,0
2080,0
1878,1
1184,0
11968,1
8882,0
10752,0
630,0
6170,0
9181,1
11819,1
10849,1
1458,1
8939,1
8869,1
6027,1
9307,1
8229,0
9470,0
9554,1
3276,1
1446,1
8935,1
5861,0
10961,1
11489,1
9163,1
11315,1
4218,1
3097,1
11416,0
1853,1
5648,0
7625,0
3155,0
5588,1
5401,1
5317,0
10440,1
12237,0
11643,1
11470,1
10464,0
3924,1
12527,0
1709,1
9007,1
8310,0
6565,0
2895,1
12264,0
1420,0
11520,1
58,0
11634,0
3694,1
471,1
9641,0
5445,1
5080,1
12199,1
1410,1
9807,0
7756,0
11873,1
1313,1
11830,0
6602,1
12505,1
1144,1
7397,1
8435,0
12362,1
3739,1
569,1
5605,1
4118,0
10665,1
1491,0
10193,0
4021,1
6420,1
10919,1
5754,0
9954,1
566,0
6365,1
11311,1
9134,0
2300,1
7061,0
9273,0
10767,1
8773,0
8596,1
7508,1
7865,1
11599,1
1046,0
3534,0
5821,0
468,1
11988,0
1444,1
8708,0
7032,1
5935,0
365,1
3044,1
3106,0
10928,1
6568,0
2629,0
5803,0
10702,0
441,1
4465,1
2239,1
2008,1
10092,0
10077,0
4705,1
3687,1
616,1
5810,1
11387,0
12392,0
1810,1
9219,0
6453,1
9245,0
4836,0
1951,1
1445,0
10845,1
3835,0
3322,0
4028,1
3926,0
11740,0
9618,0
12289,1
6440,0
11807,1
7914,1
1104,0
7669,1
5903,1
8898,1
11560,1
9591,0
3503,1
11774,0
1389,1
5730,0
5050,1
7142,1
3684,1
11397,0
1470,1
8440,1
12646,1
9223,0
3104,1
4303,1
4856,1
5932,1
1110,1
6484,0
8396,1
4195,1
12634,0
1368,0
1489,1
5860,1
6350,1
6836,1
12147,1
4744,1
995,1
11213,0
8126,0
6816,1
8558,0
2681,0
9789,1
7132,0
5336,1
6811,0
2928,0
408,0
9214,0
2410,0
1803,1
10416,0
2832,1
3084,1
5887,0
4996,1
12670,0
1561,0
10075,0
3902,0
5190,1
6936,1
7744,0
5574,0
353,0
11210,1
3312,1
10857,1
8536,0
4119,0
5213,1
455,1
9757,1
708,0
1497,1
2725,1
12465,1
9374,1
1405,0
4889,1
11604,0
10993,1
8059,1
8116,0
12374,1
1058,0
8128,0
9513,1
5434,0
5834,0
11619,1
3591,1
3150,1
11733,1
4246,1
868,1
8186,0
5723,1
6624,0
12431,1
6868,1
3732,1
679,1
11868,1
10489,0
5673,0
6806,0
3450,1
5812,1
1239,1
11242,0
1474,0
3268,0
7173,1
4486,1
4883,0
4838,1
4321,0
7102,0
2347,1
11480,0
638,1
3741,1
922,1
6899,1
8872,0
2953,0
10994,1
2230,0
8677,1
4530,0
10731,1
10514,1
4949,1
3702,1
2094,0
1697,1
7515,1
7871,1
7638,0
53,1
6395,1
5020,1
2255,0
5516,1
11681,1
7125,0
8502,1
8745,1
7271,1
7608,1
354,0
9695,1
2219,1
7202,0
1898,1
6951,0
5298,1
400,1
8814,1
12000,1
12115,1
9185,0
6537,1
10128,1
11392,1
8844,0
7485,1
7771,0
2408,1
3416,1
11259,1
3425,0
8941,1
7979,1
4504,1
5524,0
706,0
2005,1
1077,0
10386,0
10694,0
6008,1
9607,1
12482,1
2477,1
12454,1
10549,1
3045,1
2099,1
2809,1
5223,1
12501,0
2523,1
3823,0
7493,0
12510,0
4163,0
7307,0
7957,0
2409,1
1366,1
4453,0
3579,0
9314,0
4181,0
248,1
11233,0
10323,1
10418,1
1780,1
1335,1
8904,0
11111,1
11015,1
809,1
3592,1
8916,1
501,1
5511,0
6093,0
11689,1
6040,0
10841,0
2941,1
1068,1
5695,1
1576,1
12621,1
3802,0
7631,0
3836,0
8618,1
7370,1
5418,1
3746,1
1199,1
4844,1
2208,0
4781,0
11445,1
12402,0
7207,1
1009,1
1787,1
1412,0
7590,1
7728,1
4783,1
1385,1
7524,1
10607,0
4224,1
5117,1
1639,1
7932,1
9980,0
10310,1
11531,1
3495,1
5328,0
6112,1
11291,1
3985,1
2624,0
4932,0
6642,0
1439,0
6826,1
9320,0
8374,1
2844,1
10566,1
5791,1
12334,0
9516,0
1423,1
11954,1
10532,1
3145,1
2254,0
11698,1
5870,1
10186,0
2969,0
2992,0
1757,1
11998,0
4553,1
358,0
10117,1
12069,1
9121,0
2979,1
8855,1
12051,1
12388,1
8120,0
482,1
3393,1
1723,1
8903,1
7791,1
4662,1
2816,1
6962,1
3582,0
11730,1
4619,1
9649,1
3555,0
9916,0
5626,1
421,0
5671,0
2960,1
6120,0
8959,1
753,1
6985,1
8864,0
10641,1
5734,0
9242,1
3915,0
2878,1
1404,1
2896,1
12395,0
11795,0
857,1
8232,1
3917,1
7447,0
3111,1
6280,1
5246,1
10080,1
12128,0
4679,1
6813,0
11188,1
11171,0
2651,1
4468,0
5169,0
11713,1
3693,1
9461,0
9484,0
2974,1
11186,1
7047,1
12539,0
12008,0
7670,1
197,0
6885,0
11778,1
672,1
3489,1
2575,0
12212,1
3229,1
3179,0
3892,0
2842,1
10369,0
10161,1
615,1
7359,1
6833,0
7163,0
12622,1
3548,1
8786,1
10339,1
8047,1
853,1
4010,0
478,1
10654,0
5376,1
9383,1
8810,1
7916,1
1324,0
8807,1
2794,1
7217,1
9097,0
3405,1
9071,1
5537,1
10579,0
11941,1
2324,0
5142,0
7966,0
9840,1
331,1
3562,1
10967,1
3674,1
9537,1
12174,1
590,0
1488,0
8341,1
8093,1
5959,0
1801,1
3095,1
10963,1
6817,0
5060,1
4489,1
516,0
7036,1
3033,1
11977,0
8091,1
12132,0
7514,1
8084,0
5269,1
7910,1
6626,1
7978,0
5751,1
3371,1
2750,0
946,1
11761,1
5748,0
4784,1
4788,0
1305,1
4385,1
9152,0
9541,0
7371,1
4062,1
8697,0
8665,0
11029,1
5435,0
61,0
8559,1
3141,1
323,1
4928,0
12387,1
1907,1
10281,1
934,1
7883,1
9216,0
2415,1
11057,1
8781,1
6662,1
3512,1
4686,0
12582,1
721,1
5234,1
12445,1
1991,1
11094,1
7869,1
8695,0
10119,1
12533,1
8758,0
5478,1
10109,1
8203,0
8845,1
2807,1
12347,0
10007,1
19,1
4292,1
4229,0
9939,1
6845,1
4417,0
6262,1
3721,1
6405,0
6742,1
12608,1
9741,1
10405,1
4325,1
9248,0
2370,0
9986,0
2069,1
4675,1
10802,0
1860,1
10396,0
1190,1
943,0
7789,0
4322,0
1557,1
3871,1
4113,1
10111,0
6708,1
145,0
4514,1
8880,1
5084,1
1062,0
9142,1
8765,0
6818,0
6716,0
6373,1
2540,1
86,1
3606,1
3052,1
6124,0
3475,1
288,0
8669,1
1300,1
5954,0
5383,1
6735,1
7895,1
11223,0
9914,1
998,1
8508,1
6809,0
4023,1
6000,1
9127,0
5388,1
8849,1
11853,0
6702,1
12363,1
838,0
5600,1
6401,0
2541,1
4961,0
7437,1
2906,1
9782,0
3001,1
9305,1
8497,0
4369,1
9743,1
9289,1
4154,1
3561,0
4205,1
781,0
12227,1
6359,1
8284,0
12483,1
11701,0
9456,0
8140,1
9517,1
3867,1
2018,1
5869,0
12096,1
3362,1
9874,0
961,0
8658,0
3031,0
12068,0
7480,1
7736,1
9846,0
8795,0
12522,0
12648,1
4633,0
4916,1
2748,1
11190,1
8489,0
6779,1
6463,1
12540,0
8530,0
11969,0
8424,1
389,1
3521,1
8628,1
7464,1
8197,1
11650,1
7547,0
12364,0
3082,0
583,1
11918,1
2882,1
3058,1
5379,1
9936,0
6587,0
1719,1
7234,1
11211,0
4739,1
4666,1
12050,0
7517,1
6506,1
7748,1
1618,1
7130,0
7176,0
3,0
2771,0
5085,0
8498,1
10,1
1426,0
6276,1
9522,0
9280,1
8524,0
4646,0
4569,1
160,1
8651,0
3199,0
7964,0
8976,1
11163,1
10198,0
8698,1
6431,1
2961,1
6569,1
11985,1
11036,1
7743,1
6130,0
7509,1
9240,0
11143,1
